Sim, Time step, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, 
31, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
31, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
31, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
31, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
31, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
31, 10, ,,,,, red, 5, 9, -18, Exited, , 


32, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
32, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
32, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
32, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Stop, , 
32, 5, green, 5, 5, -8, Go, red, 5, 3, -8, Go, , 
32, 6, green, 6, 5, -10, Go, red, 5, 4, -10, Go, , 
32, 7, green, 7, 5, -12, Go, red, 5, 5, -12, Go, , 
32, 8, green, 8, 5, -14, Go, red, 5, 6, -14, Go, , 
32, 9, green, 9, 5, -16, Exited, red, 5, 7, -16, Go, , 
32, 10, ,,,,, red, 5, 8, -18, Go, , 
32, 11, ,,,,, red, 5, 9, -20, Exited, , 


33, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
33, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
33, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
33, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Go, , 
33, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
33, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
33, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
33, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
33, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
33, 10, ,,,,, red, 5, 9, -18, Exited, , 


34, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
34, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
34, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
34, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
34, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
34, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
34, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, , 
34, 8, green, 4, 5, -14, Stop, red, 5, 5, -14, Go, , 
34, 9, green, 4, 5, -16, Go, red, 5, 6, -16, Go, , 
34, 10, green, 5, 5, -18, Go, red, 5, 7, -18, Go, , 
34, 11, green, 6, 5, -20, Go, red, 5, 8, -20, Go, , 
34, 12, green, 7, 5, -22, Go, red, 5, 9, -22, Exited, , 
34, 13, green, 8, 5, -24, Go, ,,,,, , 
34, 14, green, 9, 5, -26, Exited, ,,,,, , 


35, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
35, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
35, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
35, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Go, , 
35, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
35, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
35, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
35, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
35, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
35, 10, ,,,,, red, 5, 9, -18, Exited, , 


36, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
36, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
36, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
36, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
36, 5, green, 4, 5, -8, Go, red, 5, 4, -8, Stop, , 
36, 6, green, 5, 5, -10, Go, red, 5, 4, -10, Go, , 
36, 7, green, 6, 5, -12, Go, red, 5, 5, -12, Go, , 
36, 8, green, 7, 5, -14, Go, red, 5, 6, -14, Go, , 
36, 9, green, 8, 5, -16, Go, red, 5, 7, -16, Go, , 
36, 10, green, 9, 5, -18, Exited, red, 5, 8, -18, Go, , 
36, 11, ,,,,, red, 5, 9, -20, Exited, , 


37, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
37, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
37, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
37, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
37, 5, green, 4, 5, -8, Go, red, 5, 4, -8, Stop, , 
37, 6, green, 5, 5, -10, Go, red, 5, 4, -10, Go, , 
37, 7, green, 6, 5, -12, Go, red, 5, 5, -12, Go, , 
37, 8, green, 7, 5, -14, Go, red, 5, 6, -14, Go, , 
37, 9, green, 8, 5, -16, Go, red, 5, 7, -16, Go, , 
37, 10, green, 9, 5, -18, Exited, red, 5, 8, -18, Go, , 
37, 11, ,,,,, red, 5, 9, -20, Exited, , 


38, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
38, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
38, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
38, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Go, , 
38, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
38, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
38, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
38, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
38, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
38, 10, ,,,,, red, 5, 9, -18, Exited, , 


39, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
39, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
39, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
39, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
39, 5, green, 4, 5, -8, Go, red, 5, 4, -8, Stop, , 
39, 6, green, 5, 5, -10, Go, red, 5, 4, -10, Go, , 
39, 7, green, 6, 5, -12, Go, red, 5, 5, -12, Go, , 
39, 8, green, 7, 5, -14, Go, red, 5, 6, -14, Go, , 
39, 9, green, 8, 5, -16, Go, red, 5, 7, -16, Go, , 
39, 10, green, 9, 5, -18, Exited, red, 5, 8, -18, Go, , 
39, 11, ,,,,, red, 5, 9, -20, Exited, , 


40, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
40, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
40, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
40, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
40, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
40, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
40, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
40, 8, green, 4, 5, -14, Go, red, 5, 4, -14, Stop, , 
40, 9, green, 5, 5, -16, Go, red, 5, 4, -16, Go, , 
40, 10, green, 6, 5, -18, Go, red, 5, 5, -18, Go, , 
40, 11, green, 7, 5, -20, Go, red, 5, 6, -20, Go, , 
40, 12, green, 8, 5, -22, Go, red, 5, 7, -22, Go, , 
40, 13, green, 9, 5, -24, Exited, red, 5, 8, -24, Go, , 
40, 14, ,,,,, red, 5, 9, -26, Exited, , 


41, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
41, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
41, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
41, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
41, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
41, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
41, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
41, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
41, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
41, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Go, , 
41, 11, green, 5, 5, -25, Crashed, red, 5, 5, -25, Crashed, , 



42, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
42, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
42, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
42, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Go, , 
42, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
42, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
42, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
42, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
42, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
42, 10, ,,,,, red, 5, 9, -18, Exited, , 


43, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
43, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
43, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
43, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
43, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
43, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
43, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
43, 8, green, 4, 5, -14, Go, red, 5, 4, -14, Stop, , 
43, 9, green, 5, 5, -16, Go, red, 5, 4, -16, Go, , 
43, 10, green, 6, 5, -18, Go, red, 5, 5, -18, Go, , 
43, 11, green, 7, 5, -20, Go, red, 5, 6, -20, Go, , 
43, 12, green, 8, 5, -22, Go, red, 5, 7, -22, Go, , 
43, 13, green, 9, 5, -24, Exited, red, 5, 8, -24, Go, , 
43, 14, ,,,,, red, 5, 9, -26, Exited, , 


44, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
44, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
44, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
44, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
44, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
44, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
44, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, , 
44, 8, green, 4, 5, -14, Stop, red, 5, 5, -14, Go, , 
44, 9, green, 4, 5, -16, Go, red, 5, 6, -16, Go, , 
44, 10, green, 5, 5, -18, Go, red, 5, 7, -18, Go, , 
44, 11, green, 6, 5, -20, Go, red, 5, 8, -20, Go, , 
44, 12, green, 7, 5, -22, Go, red, 5, 9, -22, Exited, , 
44, 13, green, 8, 5, -24, Go, ,,,,, , 
44, 14, green, 9, 5, -26, Exited, ,,,,, , 


45, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
45, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
45, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
45, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
45, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
45, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
45, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, , 
45, 8, green, 4, 5, -14, Stop, red, 5, 5, -14, Go, , 
45, 9, green, 4, 5, -16, Go, red, 5, 6, -16, Go, , 
45, 10, green, 5, 5, -18, Go, red, 5, 7, -18, Go, , 
45, 11, green, 6, 5, -20, Go, red, 5, 8, -20, Go, , 
45, 12, green, 7, 5, -22, Go, red, 5, 9, -22, Exited, , 
45, 13, green, 8, 5, -24, Go, ,,,,, , 
45, 14, green, 9, 5, -26, Exited, ,,,,, , 


46, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
46, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
46, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
46, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Go, , 
46, 5, green, 5, 5, -8, Go, red, 5, 4, -8, Go, , 
46, 6, green, 6, 5, -10, Go, red, 5, 5, -10, Go, , 
46, 7, green, 7, 5, -12, Go, red, 5, 6, -12, Go, , 
46, 8, green, 8, 5, -14, Go, red, 5, 7, -14, Go, , 
46, 9, green, 9, 5, -16, Exited, red, 5, 8, -16, Go, , 
46, 10, ,,,,, red, 5, 9, -18, Exited, , 


47, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
47, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
47, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
47, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
47, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
47, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
47, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
47, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
47, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
47, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Stop, , 
47, 11, green, 5, 5, -20, Go, red, 5, 4, -20, Go, , 
47, 12, green, 6, 5, -22, Go, red, 5, 5, -22, Go, , 
47, 13, green, 7, 5, -24, Go, red, 5, 6, -24, Go, , 
47, 14, green, 8, 5, -26, Go, red, 5, 7, -26, Go, , 
47, 15, green, 9, 5, -28, Exited, red, 5, 8, -28, Go, , 
47, 16, ,,,,, red, 5, 9, -30, Exited, , 


48, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
48, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
48, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
48, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
48, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
48, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
48, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
48, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
48, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Go, , 
48, 10, green, 4, 5, -18, Stop, red, 5, 5, -18, Go, , 
48, 11, green, 4, 5, -20, Go, red, 5, 6, -20, Go, , 
48, 12, green, 5, 5, -22, Go, red, 5, 7, -22, Go, , 
48, 13, green, 6, 5, -24, Go, red, 5, 8, -24, Go, , 
48, 14, green, 7, 5, -26, Go, red, 5, 9, -26, Exited, , 
48, 15, green, 8, 5, -28, Go, ,,,,, , 
48, 16, green, 9, 5, -30, Exited, ,,,,, , 


49, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
49, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
49, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
49, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
49, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
49, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
49, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
49, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
49, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Go, , 
49, 10, green, 4, 5, -18, Go, red, 5, 5, -18, Go, , 
49, 11, green, 5, 5, -20, Go, red, 5, 6, -20, Go, , 
49, 12, green, 6, 5, -22, Go, red, 5, 7, -22, Go, , 
49, 13, green, 7, 5, -24, Go, red, 5, 8, -24, Go, , 
49, 14, green, 8, 5, -26, Go, red, 5, 9, -26, Exited, , 
49, 15, green, 9, 5, -28, Exited, ,,,,, , 


50, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
50, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
50, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
50, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
50, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
50, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
50, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
50, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
50, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
50, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Go, , 
50, 11, green, 4, 5, -20, Stop, red, 5, 5, -20, Go, , 
50, 12, green, 4, 5, -22, Go, red, 5, 6, -22, Go, , 
50, 13, green, 5, 5, -24, Go, red, 5, 7, -24, Go, , 
50, 14, green, 6, 5, -26, Go, red, 5, 8, -26, Go, , 
50, 15, green, 7, 5, -28, Go, red, 5, 9, -28, Exited, , 
50, 16, green, 8, 5, -30, Go, ,,,,, , 
50, 17, green, 9, 5, -32, Exited, ,,,,, , 


