Sim, Time step, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, 
24, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
24, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
24, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
24, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
24, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
24, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
24, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
24, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
24, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
24, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
24, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Go, , 
24, 16, green, 4, 5, -30, Stop, red, 5, 5, -30, Go, , 
24, 17, green, 4, 5, -32, Go, red, 5, 6, -32, Go, , 
24, 18, green, 5, 5, -34, Go, red, 5, 7, -34, Go, , 
24, 19, green, 6, 5, -36, Go, red, 5, 8, -36, Go, , 
24, 20, green, 7, 5, -38, Go, red, 5, 9, -38, Exited, , 
24, 21, green, 8, 5, -40, Exited, ,,,,, , 


25, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
25, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
25, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
25, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
25, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
25, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
25, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
25, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
25, 9, green, 4, 5, -16, Go, red, 5, 4, -16, Stop, , 
25, 10, green, 5, 5, -18, Go, red, 5, 4, -18, Go, , 
25, 11, green, 6, 5, -20, Go, red, 5, 5, -20, Go, , 
25, 12, green, 7, 5, -22, Go, red, 5, 6, -22, Go, , 
25, 13, green, 8, 5, -24, Go, red, 5, 7, -24, Go, , 
25, 14, green, 9, 5, -26, Exited, red, 5, 8, -26, Go, , 
25, 15, ,,,,, red, 5, 9, -28, Exited, , 


26, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
26, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
26, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
26, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
26, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
26, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
26, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
26, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
26, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
26, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
26, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
26, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
26, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
26, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
26, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
26, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
26, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
26, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
26, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
26, 20, green, 8, 5, -38, Go, ,,,,, , 
26, 21, green, 9, 5, -40, Exited, ,,,,, , 



27, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
27, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
27, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
27, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
27, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
27, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
27, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
27, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
27, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
27, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
27, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
27, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
27, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
27, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
27, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
27, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
27, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
27, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Stop, , 
27, 19, green, 4, 5, -36, Go, red, 5, 4, -36, Stop, , 
27, 20, green, 5, 5, -38, Go, red, 5, 4, -38, Go, , 
27, 21, green, 6, 5, -40, Exited, red, 5, 5, -40, Exited, , 


28, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
28, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
28, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, , 
28, 4, green, 4, 5, -6, Go, red, 5, 2, -6, Go, , 
28, 5, green, 5, 5, -8, Go, red, 5, 3, -8, Go, , 
28, 6, green, 6, 5, -10, Go, red, 5, 4, -10, Go, , 
28, 7, green, 7, 5, -12, Go, red, 5, 5, -12, Go, , 
28, 8, green, 8, 5, -14, Go, red, 5, 6, -14, Go, , 
28, 9, green, 9, 5, -16, Exited, red, 5, 7, -16, Go, , 
28, 10, ,,,,, red, 5, 8, -18, Go, , 
28, 11, ,,,,, red, 5, 9, -20, Exited, , 


29, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
29, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
29, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
29, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
29, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
29, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
29, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
29, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
29, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
29, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
29, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
29, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
29, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
29, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
29, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
29, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
29, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
29, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Stop, , 
29, 19, green, 4, 5, -36, Go, red, 5, 4, -36, Stop, , 
29, 20, green, 5, 5, -38, Go, red, 5, 4, -38, Go, , 
29, 21, green, 6, 5, -40, Exited, red, 5, 5, -40, Exited, , 


30, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
30, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
30, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
30, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
30, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
30, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
30, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
30, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
30, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
30, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Stop, , 
30, 11, green, 5, 5, -20, Go, red, 5, 4, -20, Go, , 
30, 12, green, 6, 5, -22, Go, red, 5, 5, -22, Go, , 
30, 13, green, 7, 5, -24, Go, red, 5, 6, -24, Go, , 
30, 14, green, 8, 5, -26, Go, red, 5, 7, -26, Go, , 
30, 15, green, 9, 5, -28, Exited, red, 5, 8, -28, Go, , 
30, 16, ,,,,, red, 5, 9, -30, Exited, , 


31, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
31, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
31, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
31, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
31, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
31, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
31, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
31, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
31, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
31, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
31, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
31, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
31, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
31, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
31, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
31, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
31, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Go, , 
31, 18, green, 4, 5, -34, Stop, red, 5, 5, -34, Go, , 
31, 19, green, 4, 5, -36, Go, red, 5, 6, -36, Go, , 
31, 20, green, 5, 5, -38, Go, red, 5, 7, -38, Go, , 
31, 21, green, 6, 5, -40, Exited, red, 5, 8, -40, Exited, , 


32, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
32, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
32, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, , 
32, 4, green, 4, 5, -6, Go, red, 5, 2, -6, Go, , 
32, 5, green, 5, 5, -8, Go, red, 5, 3, -8, Go, , 
32, 6, green, 6, 5, -10, Go, red, 5, 4, -10, Stop, , 
32, 7, green, 7, 5, -12, Go, red, 5, 4, -12, Go, , 
32, 8, green, 8, 5, -14, Go, red, 5, 5, -14, Go, , 
32, 9, green, 9, 5, -16, Exited, red, 5, 6, -16, Go, , 
32, 10, ,,,,, red, 5, 7, -18, Go, , 
32, 11, ,,,,, red, 5, 8, -20, Go, , 
32, 12, ,,,,, red, 5, 9, -22, Exited, , 


33, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
33, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
33, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
33, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
33, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
33, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
33, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
33, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
33, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
33, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
33, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
33, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
33, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
33, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
33, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
33, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
33, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
33, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
33, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
33, 20, green, 8, 5, -38, Go, ,,,,, , 
33, 21, green, 9, 5, -40, Exited, ,,,,, , 



34, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
34, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
34, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
34, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
34, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
34, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
34, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
34, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
34, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
34, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
34, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
34, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
34, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
34, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
34, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
34, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
34, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
34, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
34, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
34, 20, green, 8, 5, -38, Go, ,,,,, , 
34, 21, green, 9, 5, -40, Exited, ,,,,, , 



35, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
35, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
35, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
35, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
35, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
35, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
35, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
35, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
35, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
35, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
35, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
35, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
35, 13, green, 4, 5, -24, Go, red, 5, 4, -24, Stop, , 
35, 14, green, 5, 5, -26, Go, red, 5, 4, -26, Go, , 
35, 15, green, 6, 5, -28, Go, red, 5, 5, -28, Go, , 
35, 16, green, 7, 5, -30, Go, red, 5, 6, -30, Go, , 
35, 17, green, 8, 5, -32, Go, red, 5, 7, -32, Go, , 
35, 18, green, 9, 5, -34, Exited, red, 5, 8, -34, Go, , 
35, 19, ,,,,, red, 5, 9, -36, Exited, , 


36, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
36, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
36, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
36, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
36, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
36, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
36, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
36, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
36, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
36, 10, green, 4, 5, -18, Go, red, 5, 4, -18, Stop, , 
36, 11, green, 5, 5, -20, Go, red, 5, 4, -20, Go, , 
36, 12, green, 6, 5, -22, Go, red, 5, 5, -22, Go, , 
36, 13, green, 7, 5, -24, Go, red, 5, 6, -24, Go, , 
36, 14, green, 8, 5, -26, Go, red, 5, 7, -26, Go, , 
36, 15, green, 9, 5, -28, Exited, red, 5, 8, -28, Go, , 
36, 16, ,,,,, red, 5, 9, -30, Exited, , 


37, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
37, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
37, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
37, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
37, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
37, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
37, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
37, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
37, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
37, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
37, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
37, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
37, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
37, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
37, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
37, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
37, 17, green, 4, 5, -32, Go, red, 5, 4, -32, Go, , 
37, 18, green, 5, 5, -39, Crashed, red, 5, 5, -39, Crashed, , 



38, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
38, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
38, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
38, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
38, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
38, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
38, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
38, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
38, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
38, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
38, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
38, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
38, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
38, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
38, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
38, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
38, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
38, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Go, , 
38, 19, green, 4, 5, -36, Stop, red, 5, 5, -36, Go, , 
38, 20, green, 4, 5, -38, Go, red, 5, 6, -38, Go, , 
38, 21, green, 5, 5, -40, Exited, red, 5, 7, -40, Exited, , 


39, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
39, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
39, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
39, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
39, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
39, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
39, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
39, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
39, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
39, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
39, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
39, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
39, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
39, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
39, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Go, , 
39, 16, green, 4, 5, -30, Stop, red, 5, 5, -30, Go, , 
39, 17, green, 4, 5, -32, Go, red, 5, 6, -32, Go, , 
39, 18, green, 5, 5, -34, Go, red, 5, 7, -34, Go, , 
39, 19, green, 6, 5, -36, Go, red, 5, 8, -36, Go, , 
39, 20, green, 7, 5, -38, Go, red, 5, 9, -38, Exited, , 
39, 21, green, 8, 5, -40, Exited, ,,,,, , 


40, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
40, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
40, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
40, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
40, 5, green, 4, 5, -8, Go, red, 5, 3, -8, Stop, , 
40, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, , 
40, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, , 
40, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, , 
40, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, , 
40, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, , 
40, 11, ,,,,, red, 5, 8, -20, Go, , 
40, 12, ,,,,, red, 5, 9, -22, Exited, , 


41, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
41, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
41, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, , 
41, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, , 
41, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
41, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
41, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
41, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
41, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
41, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
41, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
41, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
41, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
41, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, , 
41, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, , 
41, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, , 
41, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Stop, , 
41, 18, green, 4, 5, -34, Stop, red, 5, 4, -34, Stop, , 
41, 19, green, 4, 5, -36, Stop, red, 5, 4, -36, Stop, , 
41, 20, green, 4, 5, -38, Stop, red, 5, 4, -38, Stop, , 
41, 21, green, 4, 5, -40, Exited, red, 5, 4, -40, Exited, , 


42, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
42, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
42, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
42, 4, green, 4, 5, -6, Go, red, 5, 3, -6, Stop, , 
42, 5, green, 5, 5, -8, Go, red, 5, 3, -8, Go, , 
42, 6, green, 6, 5, -10, Go, red, 5, 4, -10, Stop, , 
42, 7, green, 7, 5, -12, Go, red, 5, 4, -12, Go, , 
42, 8, green, 8, 5, -14, Go, red, 5, 5, -14, Go, , 
42, 9, green, 9, 5, -16, Exited, red, 5, 6, -16, Go, , 
42, 10, ,,,,, red, 5, 7, -18, Go, , 
42, 11, ,,,,, red, 5, 8, -20, Go, , 
42, 12, ,,,,, red, 5, 9, -22, Exited, , 


43, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
43, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
43, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
43, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
43, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
43, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
43, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
43, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
43, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, , 
43, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, , 
43, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, , 
43, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, , 
43, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, , 
43, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Go, , 
43, 15, green, 4, 5, -28, Stop, red, 5, 5, -28, Go, , 
43, 16, green, 4, 5, -30, Go, red, 5, 6, -30, Go, , 
43, 17, green, 5, 5, -32, Go, red, 5, 7, -32, Go, , 
43, 18, green, 6, 5, -34, Go, red, 5, 8, -34, Go, , 
43, 19, green, 7, 5, -36, Go, red, 5, 9, -36, Exited, , 
43, 20, green, 8, 5, -38, Go, ,,,,, , 
43, 21, green, 9, 5, -40, Exited, ,,,,, , 



44, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
44, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, , 
44, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, , 
44, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, , 
44, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, , 
44, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
44, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, , 
44, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, , 
44, 9, green, 4, 5, -16, Go, red, 5, 4, -16, Stop, , 
44, 10, green, 5, 5, -18, Go, red, 5, 4, -18, Go, , 
44, 11, green, 6, 5, -20, Go, red, 5, 5, -20, Go, , 
44, 12, green, 7, 5, -22, Go, red, 5, 6, -22, Go, , 
44, 13, green, 8, 5, -24, Go, red, 5, 7, -24, Go, , 
44, 14, green, 9, 5, -26, Exited, red, 5, 8, -26, Go, , 
44, 15, ,,,,, red, 5, 9, -28, Exited, , 


45, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, , 
45, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, , 
45, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Go, , 
45, 4, green, 4, 5, -6, Stop, red, 5, 4, -6, Stop, , 
45, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, , 
45, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, , 
